timestamp,turbine_id,wind_speed_mps,ambient_temp_c,humidity_pct,rotor_rpm,generator_rpm,power_kw,pitch_angle_deg,yaw_error_deg,gearbox_temp_c,generator_temp_c,nacelle_temp_c,oil_temp_c,oil_pressure_bar,hydraulic_pressure_bar,vibration_mm_s,operating_state
2025-01-15T17:20,T-01,5.22,21.75,75.77,11.37,1118.6,43.82,0.9,2.03,45.82,48.06,28.55,48.23,3.2,178.43,0.578,healthy
2025-01-15T17:30,T-02,4.85,25.97,64.8,11.84,1034.24,26.72,1.7,3.92,56.94,58.11,30.35,50.26,3.26,182.31,0.645,healthy
2025-01-15T17:40,T-03,6.91,22.09,74.48,12.38,1142.9,241.44,2.0,4.01,49.4,46.82,30.15,47.48,3.38,188.05,0.583,healthy
2025-01-15T17:50,T-04,6.75,29.17,57.78,12.71,1258.89,214.59,1.14,4.34,59.49,66.17,32.13,51.51,3.13,190.74,0.502,healthy
2025-01-15T18:00,T-05,1.49,24.07,61.03,5.87,513.64,0.0,2.64,1.29,50.55,47.71,26.12,41.76,3.09,190.09,0.412,healthy
2025-01-15T18:10,T-06,7.11,26.55,52.54,12.76,1179.27,287.36,0.92,4.41,59.08,49.75,32.89,55.5,3.2,179.72,0.639,healthy
2025-01-15T18:20,T-07,4.91,20.37,56.69,10.48,937.37,29.34,2.41,0.56,48.62,39.25,26.83,44.36,3.34,192.2,0.94,healthy
2025-01-15T18:30,T-08,3.1,25.08,82.26,7.37,719.69,0.0,1.1,0.51,51.39,52.66,28.48,48.03,3.2,172.88,0.581,healthy
2025-01-15T18:40,T-09,4.99,31.49,70.96,10.5,1002.32,32.84,3.79,3.23,57.85,49.98,36.4,54.03,3.45,181.54,0.473,healthy
2025-01-15T18:50,T-01,1.43,18.02,61.59,6.04,482.39,0.0,2.41,4.6,46.27,47.45,23.52,36.7,3.28,185.52,0.48,healthy
2025-01-15T19:00,T-01,0.29,20.57,68.16,6.17,512.85,0.0,1.52,3.04,49.24,41.69,28.79,42.72,3.26,188.54,0.196,healthy
2025-01-15T19:10,T-02,9.62,21.91,68.2,14.79,1386.64,1187.52,1.57,3.52,67.27,62.33,30.83,49.34,3.6,187.31,0.654,healthy
2025-01-15T19:20,T-03,8.66,22.8,75.66,13.4,1267.33,747.7,0.0,4.78,52.48,52.18,29.54,49.99,3.33,174.06,0.837,healthy
2025-01-15T19:30,T-04,5.14,25.29,76.17,11.39,1056.99,39.99,1.77,2.53,55.59,49.54,30.86,47.46,3.32,185.51,0.617,healthy
2025-01-15T19:40,T-05,5.47,23.89,68.02,11.91,1139.51,62.59,2.72,0.98,49.88,51.51,28.37,43.13,3.11,188.29,0.511,healthy
2025-01-15T19:50,T-06,6.51,28.45,63.54,11.89,1108.36,172.9,2.99,2.66,60.32,58.71,32.47,51.83,3.31,173.97,0.519,healthy
2025-01-15T20:00,T-07,9.57,27.02,58.0,15.22,1409.36,1130.2,2.41,2.12,66.27,69.83,38.1,56.63,3.51,187.19,0.471,healthy
2025-01-15T20:10,T-08,10.63,24.09,76.47,16.26,1546.91,1778.17,1.97,2.99,66.03,74.68,34.21,65.72,3.54,183.19,0.514,healthy
2025-01-15T20:20,T-09,5.56,26.42,86.9,10.66,982.65,70.14,1.52,1.08,51.44,51.29,32.08,48.85,3.21,182.87,0.535,healthy
2025-01-15T20:30,T-01,2.8,24.86,75.2,8.91,861.69,0.0,2.98,3.0,58.7,41.12,31.93,48.04,3.41,190.89,0.586,healthy
2025-01-15T20:40,T-01,10.87,28.56,79.55,16.76,1523.6,2058.88,3.48,1.36,74.12,70.04,33.69,69.26,3.52,177.28,0.439,healthy
2025-01-15T20:50,T-02,8.18,24.67,68.99,13.91,1249.12,586.24,1.05,2.87,57.0,53.6,30.77,51.65,3.17,181.88,0.589,healthy
2025-01-15T21:00,T-03,7.89,22.16,79.23,12.91,1223.05,494.9,1.32,0.72,54.45,56.46,27.83,53.33,3.22,188.25,0.388,healthy
2025-01-15T21:10,T-04,6.29,26.79,80.9,12.24,1111.3,142.45,1.45,5.5,54.05,52.65,29.54,48.9,3.17,181.6,0.524,healthy
2025-01-15T21:20,T-05,3.84,21.59,90.63,8.52,800.56,2.33,0.7,3.83,48.25,48.16,24.97,39.28,3.2,178.99,0.393,healthy
2025-01-15T21:30,T-06,9.97,27.02,89.11,16.95,1543.56,1361.59,2.27,3.57,69.18,62.71,31.3,59.16,3.46,180.67,0.463,healthy
2025-01-15T21:40,T-07,6.42,25.13,77.74,12.09,1082.2,159.06,1.85,4.09,54.72,54.04,27.37,49.85,3.43,188.61,0.441,healthy
2025-01-15T21:50,T-08,12.36,27.23,79.87,18.8,1784.86,2907.52,2.49,3.91,82.12,88.68,40.76,77.57,3.67,195.2,0.74,healthy
2025-01-15T22:00,T-09,4.42,27.6,68.51,9.84,955.43,11.79,1.98,0.72,53.13,56.9,35.59,43.34,3.23,180.96,0.583,healthy
2025-01-15T22:10,T-01,5.76,20.14,77.05,11.46,1048.43,84.22,0.35,5.83,51.69,40.79,23.2,39.55,3.11,180.26,0.578,healthy
2025-01-15T22:20,T-01,3.41,22.18,55.67,9.22,815.72,0.27,2.98,1.16,55.22,50.27,25.38,42.67,3.18,187.57,0.564,healthy
2025-01-15T22:30,T-02,9.78,25.83,74.44,15.13,1380.88,1248.32,1.1,6.18,68.71,68.69,36.76,63.35,3.48,182.96,0.669,healthy
2025-01-15T22:40,T-03,13.71,25.96,81.06,21.43,1977.56,2927.0,5.84,0.88,83.17,77.08,38.57,75.07,3.79,194.35,0.338,healthy
2025-01-15T22:50,T-04,12.23,27.33,72.65,18.96,1728.68,2965.69,2.7,2.01,78.42,90.19,39.43,72.28,3.76,186.33,0.634,healthy
2025-01-15T23:00,T-05,6.25,23.68,87.68,11.15,1040.7,144.6,2.54,2.73,50.7,49.18,27.86,44.57,3.48,182.58,0.401,healthy
2025-01-15T23:10,T-06,9.01,21.92,87.68,15.17,1431.52,884.89,1.83,4.59,54.17,64.97,32.38,53.55,3.49,187.7,0.747,healthy
2025-01-15T23:20,T-07,4.64,30.52,78.29,11.22,999.17,17.61,1.11,1.26,64.17,55.37,32.7,50.24,3.28,174.41,0.423,healthy
2025-01-15T23:30,T-08,1.68,26.07,77.24,7.15,665.15,0.0,1.86,2.64,52.79,53.23,28.94,51.49,3.11,176.01,0.588,healthy
2025-01-15T23:40,T-09,11.12,25.05,73.43,15.52,1386.45,2114.83,1.39,1.61,77.39,72.82,36.66,68.36,3.46,182.05,0.658,healthy
2025-01-15T23:50,T-01,4.48,26.68,90.24,9.84,904.01,13.48,3.42,3.25,61.02,56.36,29.28,48.16,3.18,185.08,0.651,healthy
2025-01-16T00:00,T-01,0.46,23.72,92.75,5.72,590.11,0.0,1.66,3.91,47.79,52.89,26.07,46.58,3.2,179.04,0.271,healthy
2025-01-16T00:10,T-02,17.41,23.21,72.63,22.0,2058.61,2945.05,16.04,3.57,76.88,80.78,40.4,71.17,3.75,206.8,0.9,healthy
2025-01-16T00:20,T-03,8.26,19.56,73.36,13.69,1263.86,600.68,1.36,2.46,51.27,46.42,26.26,46.02,3.25,183.85,0.544,healthy
2025-01-16T00:30,T-04,11.84,20.27,85.68,16.94,1583.3,2775.47,3.21,2.15,76.36,77.51,32.58,68.9,3.66,181.65,0.706,healthy
2025-01-16T00:40,T-05,11.74,28.18,84.38,17.28,1605.85,2645.03,2.39,0.49,82.18,87.82,39.6,76.04,3.83,177.03,0.587,healthy
2025-01-16T00:50,T-06,3.93,24.44,89.21,9.22,885.77,3.16,1.91,2.57,49.85,52.3,28.39,48.01,3.15,184.78,0.401,healthy
2025-01-16T01:00,T-07,6.11,23.48,78.43,12.21,1108.14,123.05,2.05,0.07,51.37,44.99,28.12,50.83,3.47,188.21,0.635,healthy
2025-01-16T01:10,T-08,4.32,31.02,69.94,10.85,989.21,9.2,2.54,1.4,56.73,56.16,35.36,54.41,3.03,190.44,0.557,healthy
2025-01-16T01:20,T-09,11.61,27.13,85.94,18.22,1636.41,2665.15,3.23,1.52,77.02,88.09,35.66,74.48,3.73,179.78,0.675,healthy
2025-01-16T01:30,T-01,7.29,27.77,74.01,13.66,1205.42,323.51,2.57,1.61,55.81,59.35,32.68,52.5,3.03,167.99,0.552,healthy
2025-01-16T01:40,T-01,6.9,25.3,81.35,12.28,1116.23,238.66,1.87,2.67,52.96,53.25,30.91,49.11,3.33,180.23,0.551,healthy
2025-01-16T01:50,T-02,4.26,22.06,80.74,10.81,1011.8,8.25,2.55,3.77,49.66,49.19,24.31,45.07,3.22,191.56,0.476,healthy
2025-01-16T02:00,T-03,11.67,29.23,72.49,17.05,1593.09,2625.75,3.14,2.22,75.04,90.25,39.47,82.75,3.22,180.74,0.732,warning
2025-01-16T02:10,T-04,5.73,28.29,97.77,10.82,994.94,76.54,2.83,3.62,61.32,53.19,38.25,62.4,2.73,173.29,0.244,warning
2025-01-16T02:20,T-05,7.27,19.19,68.65,14.22,1277.42,293.41,2.72,4.49,64.72,60.74,26.97,37.68,3.43,180.0,0.601,warning
2025-01-16T02:30,T-06,4.38,29.12,60.08,10.62,901.57,9.51,2.53,1.83,60.65,54.96,33.39,52.8,3.33,170.21,0.997,warning
2025-01-16T02:40,T-07,6.07,31.83,78.86,12.09,1129.35,113.92,1.3,2.35,64.85,55.86,35.73,65.39,2.68,174.86,0.476,warning
2025-01-16T02:50,T-08,2.62,27.36,83.75,10.19,815.37,0.0,2.72,3.15,57.54,49.69,34.06,48.45,3.36,182.05,1.034,warning
2025-01-16T03:00,T-09,3.77,21.21,66.81,9.78,890.85,1.86,2.39,1.22,52.14,45.49,23.3,48.11,3.19,185.04,1.074,warning
2025-01-16T03:10,T-01,6.2,26.02,65.36,11.48,1078.72,129.52,0.7,1.38,66.25,59.0,29.13,49.79,3.14,186.66,0.447,warning
2025-01-16T03:20,T-01,6.07,25.29,81.85,12.37,1191.09,111.68,2.4,3.23,52.21,50.61,33.63,58.83,2.74,178.39,0.583,warning
2025-01-16T03:30,T-02,2.93,21.77,80.32,8.59,781.52,0.0,2.1,1.73,49.69,40.02,26.89,52.99,2.6,182.42,0.267,warning
2025-01-16T03:40,T-03,5.61,20.47,71.0,13.04,1181.89,64.25,0.92,4.39,47.75,48.86,24.42,42.5,3.11,175.91,1.289,warning
2025-01-16T03:50,T-04,12.51,34.14,77.33,18.34,1735.47,2653.66,2.5,0.61,89.87,86.37,48.83,90.84,3.18,195.94,0.597,warning
2025-01-16T04:00,T-05,9.11,27.91,71.87,15.22,1396.51,773.28,1.23,10.12,67.39,67.48,37.15,56.17,3.39,174.75,0.582,warning
2025-01-16T04:10,T-06,11.09,26.71,64.71,17.01,1565.59,1920.87,0.95,9.78,78.25,84.08,36.41,67.64,3.57,182.18,0.805,warning
2025-01-16T04:20,T-07,3.33,26.33,60.55,9.66,788.2,0.13,2.68,2.55,56.05,52.21,31.61,48.22,3.2,175.63,1.035,warning
2025-01-16T04:30,T-08,2.15,29.31,68.77,7.8,587.49,0.0,1.13,2.42,58.25,62.13,32.29,50.11,3.39,196.24,0.915,warning
2025-01-16T04:40,T-09,8.43,27.93,79.7,14.41,1268.16,573.89,2.57,2.25,74.71,71.26,35.84,56.55,3.16,180.54,0.694,warning
2025-01-16T04:50,T-01,11.75,21.24,76.85,17.51,1594.79,2488.64,2.01,0.85,76.11,78.61,35.11,73.44,3.41,189.37,0.516,warning
2025-01-16T05:00,T-01,3.27,26.49,68.17,10.21,913.98,0.08,2.53,2.17,57.49,48.71,29.35,53.69,2.57,197.93,0.474,warning
2025-01-16T05:10,T-02,6.58,27.91,74.55,12.16,1125.16,174.11,2.77,3.5,60.16,51.45,33.48,57.98,2.74,184.14,0.574,warning
2025-01-16T05:20,T-03,26.8,26.21,51.49,6.01,549.39,63.05,37.5,15.05,80.73,88.71,40.93,73.5,3.77,178.42,0.652,critical
2025-01-16T05:30,T-04,7.29,27.52,67.14,13.08,1253.9,152.17,2.66,2.77,75.93,58.96,33.18,76.55,2.3,182.31,0.302,critical
2025-01-16T05:40,T-05,7.85,24.68,54.98,13.59,1277.27,350.05,3.31,4.02,72.29,60.94,29.0,72.14,2.16,187.19,0.35,critical
2025-01-16T05:50,T-06,25.02,22.5,63.91,2.29,213.12,16.14,39.28,22.07,52.35,45.81,26.32,50.26,3.36,180.97,0.389,critical
2025-01-16T06:00,T-07,29.21,18.99,56.97,5.03,476.64,251.0,41.69,24.32,76.38,73.82,31.77,60.2,3.68,193.96,0.646,critical
2025-01-16T06:10,T-08,26.97,29.63,66.66,5.35,475.8,29.04,44.0,18.43,61.05,57.37,36.69,58.47,3.33,186.78,0.465,critical
2025-01-16T06:20,T-09,24.64,31.02,56.55,2.76,247.62,0.0,29.7,20.1,54.93,47.32,35.72,52.71,3.28,190.67,0.305,critical
2025-01-16T06:30,T-01,6.41,22.76,60.53,12.08,1084.24,63.88,1.2,2.61,72.31,40.13,25.89,67.98,2.4,183.2,0.611,critical
2025-01-16T06:40,T-01,1.24,26.77,58.19,6.24,581.68,0.0,1.25,3.38,55.76,49.4,29.84,48.45,3.1,182.79,0.467,healthy
2025-01-16T06:50,T-02,7.64,21.63,52.05,14.12,1347.48,415.54,0.29,2.02,50.91,48.15,27.16,47.55,3.23,199.78,0.557,healthy
2025-01-16T07:00,T-03,4.12,20.93,59.75,9.56,927.17,5.75,0.56,0.92,45.4,47.62,27.38,48.53,2.94,167.4,0.504,healthy
2025-01-16T07:10,T-04,12.18,27.57,44.09,19.99,1805.63,3003.92,2.52,4.77,80.03,88.22,42.19,72.7,3.95,181.91,0.862,healthy
2025-01-16T07:20,T-05,11.48,28.61,51.67,16.79,1567.27,2440.19,2.49,2.07,77.82,78.95,44.93,75.05,3.58,182.78,0.619,healthy
2025-01-16T07:30,T-06,6.61,25.27,51.95,13.53,1296.17,194.74,1.32,3.08,55.17,37.63,32.51,50.11,2.9,188.83,0.427,healthy
2025-01-16T07:40,T-07,9.96,22.16,61.55,16.41,1507.82,1362.7,1.29,0.62,59.78,75.61,30.62,52.6,3.49,180.79,0.714,healthy
2025-01-16T07:50,T-08,7.98,22.45,45.69,13.73,1225.17,509.29,3.05,4.81,52.58,54.39,25.28,50.51,3.29,186.59,0.638,healthy
2025-01-16T08:00,T-09,6.05,17.39,49.14,12.54,1167.13,115.95,1.73,0.84,43.97,45.37,20.46,41.5,3.18,177.24,0.639,healthy
2025-01-16T08:10,T-01,2.03,24.47,47.86,7.36,624.74,0.0,3.43,2.77,53.15,48.22,30.28,50.35,3.29,179.89,0.422,healthy
2025-01-16T08:20,T-01,9.79,25.96,56.93,14.77,1330.59,1298.64,2.57,3.55,68.17,65.05,32.52,57.35,3.36,177.52,0.578,healthy
2025-01-16T08:30,T-02,7.0,22.92,48.09,12.92,1209.77,259.61,3.29,1.47,51.65,48.31,29.08,45.07,3.32,181.77,0.661,healthy
2025-01-16T08:40,T-03,5.09,24.83,56.59,11.3,1063.66,36.28,0.52,2.28,50.84,48.19,30.78,45.95,3.31,176.34,0.247,healthy
2025-01-16T08:50,T-04,1.7,24.56,36.19,7.38,678.06,0.0,2.45,1.86,52.29,45.28,30.37,48.29,3.23,178.7,0.481,healthy
2025-01-16T09:00,T-05,8.81,26.49,61.19,13.19,1177.55,811.36,1.76,4.04,58.27,58.13,33.84,56.54,3.28,181.01,0.826,healthy
2025-01-16T09:10,T-06,6.24,23.27,55.46,10.87,1006.79,143.82,0.85,0.52,49.89,50.46,28.3,45.18,3.29,178.03,0.494,healthy
2025-01-16T09:20,T-07,7.43,26.03,52.81,14.43,1326.84,362.09,3.61,1.75,66.08,58.68,33.33,49.7,3.3,186.6,0.549,healthy
2025-01-16T09:30,T-08,6.85,24.48,44.12,13.34,1270.71,233.71,3.18,0.54,60.16,54.87,27.29,51.13,3.22,196.75,0.546,healthy
2025-01-16T09:40,T-09,17.66,26.64,54.1,22.0,2016.31,2931.71,16.26,1.97,80.4,84.63,37.83,74.12,3.6,209.16,0.692,healthy
2025-01-16T09:50,T-01,11.08,28.85,42.9,17.26,1517.78,2209.93,1.82,0.8,78.19,76.76,39.94,69.61,3.6,174.41,0.667,healthy
2025-01-16T10:00,T-01,6.1,25.03,34.51,11.66,1094.52,126.08,1.49,0.96,55.64,50.92,29.96,49.78,3.23,181.76,0.232,healthy
2025-01-16T10:10,T-02,8.4,24.72,31.95,14.82,1343.77,627.74,3.25,1.76,62.39,55.35,32.57,48.53,3.38,177.09,0.478,healthy
2025-01-16T10:20,T-03,5.17,25.48,53.89,11.23,1007.45,41.61,2.35,3.07,52.71,48.41,31.43,49.82,3.18,177.36,0.522,healthy
2025-01-16T10:30,T-04,5.39,23.18,44.99,10.72,934.28,57.79,0.54,0.65,52.78,41.7,28.63,46.86,3.05,173.01,0.461,healthy
2025-01-16T10:40,T-05,10.39,22.55,30.72,15.62,1383.46,1675.75,3.02,2.9,71.11,69.12,31.64,58.3,3.39,189.73,0.679,healthy
2025-01-16T10:50,T-06,12.9,25.18,35.74,17.66,1628.75,2941.05,3.99,2.04,82.37,79.32,35.45,68.77,3.66,198.56,0.984,healthy
2025-01-16T11:00,T-07,3.47,22.72,44.15,9.34,805.07,0.4,3.08,1.47,48.36,52.31,29.73,45.62,3.25,185.32,0.334,healthy
2025-01-16T11:10,T-08,5.46,23.72,19.05,11.84,1071.85,60.77,2.43,2.74,53.51,50.66,27.3,44.46,3.32,174.58,0.587,healthy
2025-01-16T11:20,T-09,7.78,25.17,52.11,13.72,1216.47,446.5,1.97,0.33,54.51,54.04,29.1,47.11,3.08,187.6,0.847,healthy
2025-01-16T11:30,T-01,8.03,18.25,35.94,14.24,1325.03,508.33,1.28,2.82,52.5,43.03,22.0,48.66,3.24,183.49,0.506,healthy
2025-01-16T11:40,T-01,6.84,26.26,45.47,13.94,1257.69,236.61,2.11,2.04,53.31,49.85,36.51,50.23,3.13,173.26,0.691,healthy
2025-01-16T11:50,T-02,11.75,25.15,41.72,18.85,1699.47,2810.08,2.67,1.02,78.49,83.9,38.52,67.84,3.69,182.49,0.649,healthy
2025-01-16T12:00,T-03,1.71,26.95,43.92,6.27,551.66,0.0,1.73,2.39,55.26,52.48,29.58,51.57,3.08,179.66,0.563,healthy
2025-01-16T12:10,T-04,4.75,29.96,39.49,11.1,1051.23,22.16,2.7,0.44,56.92,49.44,34.95,48.17,3.08,187.04,0.737,healthy
2025-01-16T12:20,T-05,3.77,21.39,63.62,9.97,979.26,1.87,2.78,1.46,47.15,45.26,28.36,40.27,3.23,175.51,0.634,healthy
2025-01-16T12:30,T-06,7.03,23.65,28.89,12.9,1136.61,273.24,2.7,5.98,53.48,48.68,29.23,50.88,3.31,182.64,0.607,healthy
2025-01-16T12:40,T-07,7.3,28.01,45.61,12.4,1140.36,321.07,2.87,1.53,63.32,59.76,36.21,50.47,3.24,195.73,0.612,healthy
2025-01-16T12:50,T-08,5.6,27.29,44.36,10.76,1019.52,70.9,1.3,1.2,52.51,55.65,32.65,45.48,3.31,191.22,0.535,healthy
2025-01-16T13:00,T-09,5.79,19.3,39.52,10.59,935.96,91.29,1.46,0.66,45.42,42.22,22.49,36.96,3.26,168.92,0.629,healthy
2025-01-16T13:10,T-01,9.47,26.28,52.37,16.12,1519.8,1145.99,3.26,6.02,67.47,66.58,36.01,54.39,3.37,178.05,0.54,healthy
2025-01-16T13:20,T-01,8.98,23.98,29.5,14.73,1296.58,862.98,1.83,0.19,59.19,52.57,30.21,54.89,3.4,175.12,0.568,healthy
2025-01-16T13:30,T-02,8.86,29.2,43.94,14.73,1342.77,827.36,1.83,0.52,65.75,56.85,34.37,53.38,3.51,185.22,0.499,healthy
2025-01-16T13:40,T-03,3.55,25.91,41.05,8.49,787.57,0.68,1.23,2.83,60.88,47.83,29.71,50.63,3.07,173.21,0.397,healthy
2025-01-16T13:50,T-04,8.73,27.09,31.41,15.54,1435.3,759.08,1.89,1.79,63.23,62.93,32.9,59.67,3.26,175.62,0.771,healthy
2025-01-16T14:00,T-05,5.52,26.71,42.99,11.74,1029.55,63.01,1.33,4.79,51.33,53.15,32.08,50.91,2.85,189.02,0.569,healthy
2025-01-16T14:10,T-06,4.89,28.57,43.13,10.19,939.84,26.91,2.27,3.03,51.82,50.35,31.16,57.38,3.1,169.03,0.669,healthy
2025-01-16T14:20,T-07,5.19,27.3,30.02,10.8,1024.69,44.09,1.77,0.2,57.21,54.4,31.76,50.4,3.28,185.92,0.556,healthy
2025-01-16T14:30,T-08,5.45,28.35,44.62,10.75,941.86,61.21,1.45,2.12,53.9,57.35,32.95,54.12,3.23,174.68,0.691,healthy
2025-01-16T14:40,T-09,0.89,25.11,45.48,5.53,486.94,0.0,1.64,0.08,49.97,45.23,29.59,48.34,3.33,188.25,0.461,healthy
2025-01-16T14:50,T-01,18.49,21.98,43.22,22.0,2058.91,3037.65,20.58,1.16,75.83,79.03,34.98,66.5,3.82,196.47,0.641,healthy
2025-01-16T15:00,T-01,3.67,21.44,50.63,8.69,753.96,1.23,2.54,2.27,51.1,46.09,26.17,43.56,3.08,196.92,0.848,healthy
2025-01-16T15:10,T-02,3.32,22.43,58.67,8.78,735.15,0.13,1.3,2.2,50.96,46.77,26.45,40.3,3.16,178.65,0.796,healthy
2025-01-16T15:20,T-03,6.6,20.68,34.37,13.55,1200.77,196.93,2.61,3.16,48.79,48.8,27.95,42.86,3.03,185.38,0.511,healthy
2025-01-16T15:30,T-04,2.76,23.21,48.98,9.13,831.17,0.0,1.47,3.03,57.15,50.18,23.82,45.73,3.04,173.75,0.51,healthy
2025-01-16T15:40,T-05,0.96,31.18,48.63,6.13,612.85,0.0,3.44,2.26,57.9,52.05,32.79,55.98,3.25,195.46,0.399,healthy
2025-01-16T15:50,T-06,11.43,27.53,55.37,17.78,1627.08,2470.98,2.33,4.62,72.24,83.03,41.65,75.54,3.63,173.37,0.65,healthy
2025-01-16T16:00,T-07,5.5,24.81,64.34,12.62,1205.77,64.74,1.11,0.14,50.3,48.53,31.65,46.48,3.22,176.92,0.43,healthy
2025-01-16T16:10,T-08,10.03,15.79,58.39,15.48,1350.82,1397.59,0.98,4.14,56.01,55.83,25.49,48.18,3.52,175.22,0.697,healthy
2025-01-16T16:20,T-09,10.08,25.5,57.71,15.66,1469.15,1439.86,2.69,3.22,65.61,67.53,33.17,59.69,3.67,186.52,0.809,healthy
2025-01-16T16:30,T-01,6.56,23.15,41.72,13.25,1216.16,186.05,2.52,4.33,56.3,47.14,30.36,48.76,3.34,186.8,0.403,healthy
2025-01-16T16:40,T-01,3.16,24.75,57.95,9.48,911.76,0.02,1.18,1.17,61.59,50.44,27.09,46.51,3.2,176.53,0.602,healthy
2025-01-16T16:50,T-02,11.71,28.23,75.64,17.99,1623.55,2790.59,2.97,4.87,81.02,78.73,39.58,76.65,3.54,194.67,0.492,healthy
2025-01-16T17:00,T-03,5.75,22.81,48.84,10.37,918.1,88.63,2.01,1.39,49.97,48.38,28.33,44.37,3.21,198.31,0.429,healthy
2025-01-16T17:10,T-04,14.17,24.84,55.79,18.81,1707.03,2882.21,6.83,2.33,87.36,83.37,36.91,72.3,3.68,182.82,0.571,healthy
2025-01-16T17:20,T-05,0.2,22.71,68.86,5.21,463.49,0.0,1.24,0.59,50.49,50.82,27.1,46.23,3.24,171.62,0.302,healthy
2025-01-16T17:30,T-06,5.82,26.08,68.49,11.15,1000.16,94.57,1.09,5.79,60.44,45.75,33.58,50.3,3.14,183.88,0.547,healthy
2025-01-16T17:40,T-07,2.98,23.76,70.11,7.82,738.15,0.0,1.76,5.18,50.69,49.59,27.37,44.06,3.21,187.79,0.653,healthy
2025-01-16T17:50,T-08,4.64,24.14,66.58,10.3,945.1,18.04,2.06,2.01,53.15,52.29,29.55,46.76,3.33,178.71,0.306,healthy
2025-01-16T18:00,T-09,7.39,26.08,39.04,13.84,1267.95,339.47,2.08,0.8,56.72,55.71,36.73,48.46,3.22,178.01,0.513,healthy
2025-01-16T18:10,T-01,5.81,25.95,72.63,10.96,1002.14,90.62,1.36,2.57,50.25,48.11,33.12,51.71,3.18,184.17,0.522,healthy
2025-01-16T18:20,T-01,14.49,27.94,62.69,21.95,1991.59,3014.44,8.01,3.27,82.2,86.07,41.08,72.12,3.77,186.82,0.637,healthy
2025-01-16T18:30,T-02,1.8,25.43,71.97,6.74,629.78,0.0,2.25,1.7,50.17,54.71,28.74,45.59,3.27,177.29,0.557,healthy
2025-01-16T18:40,T-03,10.94,28.05,68.29,18.1,1669.26,1683.2,1.79,9.54,75.06,76.57,39.21,66.28,3.77,177.08,0.353,warning
2025-01-16T18:50,T-04,4.14,27.35,63.05,10.57,1008.6,4.97,2.26,11.75,58.49,51.56,31.27,54.58,3.51,188.84,0.604,warning
2025-01-16T19:00,T-05,6.06,26.29,82.39,11.33,1038.7,110.34,1.86,0.51,50.53,51.53,31.6,58.07,2.73,189.57,0.662,warning
2025-01-16T19:10,T-06,6.85,25.98,52.34,13.48,1235.84,225.55,2.56,1.6,66.96,64.28,29.97,53.46,3.15,183.15,0.428,warning
2025-01-16T19:20,T-07,4.58,26.19,67.96,10.39,964.84,14.4,1.81,1.19,67.23,57.32,33.3,47.37,3.05,187.08,0.427,warning
2025-01-16T19:30,T-08,3.04,28.08,66.51,9.2,880.37,0.0,1.55,3.57,56.49,49.35,31.56,56.3,2.75,183.55,0.641,warning
2025-01-16T19:40,T-09,11.51,25.7,74.05,17.07,1487.17,2275.54,2.05,0.02,80.04,79.42,37.43,68.16,3.74,182.49,1.268,warning
2025-01-16T19:50,T-01,6.48,30.28,54.99,13.05,1208.9,169.0,1.94,1.72,60.86,60.89,36.34,63.0,2.68,183.42,0.604,warning
2025-01-16T20:00,T-01,3.02,26.08,78.67,8.03,720.02,0.0,2.76,3.75,67.3,58.5,32.27,51.25,3.16,182.29,0.368,warning
2025-01-16T20:10,T-02,6.92,26.85,62.39,12.59,1156.52,220.08,0.87,1.11,57.07,46.49,31.39,62.56,2.71,180.91,0.214,warning
2025-01-16T20:20,T-03,6.03,25.73,81.1,11.82,1049.4,99.68,3.1,1.82,54.16,52.49,28.36,63.63,2.73,184.75,0.329,warning
2025-01-16T20:30,T-04,0.89,22.16,88.19,6.43,540.51,0.0,1.92,9.87,50.77,44.84,25.67,46.17,3.12,184.03,0.584,warning
2025-01-16T20:40,T-05,4.11,25.24,86.01,10.64,988.96,5.57,2.14,2.21,62.3,55.16,30.13,49.1,3.28,180.01,0.555,warning
2025-01-16T20:50,T-06,1.78,24.63,73.22,7.2,713.48,0.0,1.85,2.51,50.76,47.76,31.03,54.84,2.49,176.42,0.524,warning
2025-01-16T21:00,T-07,5.06,27.64,69.05,11.31,962.64,34.77,2.86,0.49,60.41,48.08,35.33,55.24,3.12,185.35,1.237,warning
2025-01-16T21:10,T-08,4.27,23.24,85.19,9.95,875.43,8.11,1.44,1.91,55.57,48.35,26.06,46.79,2.69,177.96,0.374,warning
2025-01-16T21:20,T-09,8.83,19.81,75.74,15.84,1448.89,732.95,1.31,4.88,58.76,49.28,24.88,50.7,3.24,181.24,1.287,warning
2025-01-16T21:30,T-01,2.07,21.17,81.03,6.91,635.35,0.0,3.34,3.6,57.96,58.19,24.98,44.84,3.08,188.78,0.592,warning
2025-01-16T21:40,T-01,8.18,24.13,68.88,14.92,1299.06,509.44,2.36,1.97,60.36,54.71,32.19,51.07,3.37,179.64,1.217,warning
2025-01-16T21:50,T-02,11.16,26.73,56.41,15.83,1416.15,1974.8,2.3,0.38,74.37,73.91,36.23,78.69,2.87,176.87,0.751,warning
2025-01-16T22:00,T-03,6.19,22.63,80.09,11.92,1090.33,55.3,2.77,2.8,67.63,43.0,31.01,61.13,1.95,178.08,0.514,critical
2025-01-16T22:10,T-04,7.96,24.86,73.2,14.45,1308.94,288.43,0.94,0.45,82.56,77.69,34.23,48.16,3.46,173.69,1.16,critical
